Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Fabrication and Potential Applications of Nanoporous Membranes for Separation Processes,Environmental Nanotechnology Volume 5,,,,10.1007/978-3-030-73010-9_4,Oluranti AgboolaPatricia PopoolaRotimi SadikuSamuel Eshorame SanniDamilola Elizabeth BabatundeAyodeji AyoolaOlubunmi Grace Abatan,2021,https://link.springer.com/chapter/10.1007/978-3-030-73010-9_4,Chapter
On-premises superconducting quantum computer for education and research,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-024-00243-z,Jami RönkköOlli AhonenVille BergholmAlessio CalzonaAttila GeresdiHermanni HeimonenJohannes HeinsooVladimir MilchakovStefan PogorzalekMatthew SarsbyMykhailo SavytskyiStefan SeegererFedor Šimkovic IVP. V. SriluckshmyPanu T. VesanenMikio Nakahara,2024,https://link.springer.com/article/10.1140/epjqt/s40507-024-00243-z,Article
Hunting for quantum-classical crossover in condensed matter problems,npj Quantum Information,,,,10.1038/s41534-024-00839-4,Nobuyuki YoshiokaTsuyoshi OkuboYasunari SuzukiYuki KoizumiWataru Mizukami,2024,https://link.springer.com/article/10.1038/s41534-024-00839-4,Article
Discourse synthesis: Textual transformations in writing from sources,Reading and Writing,,,,10.1007/s11145-021-10243-5,Nancy NelsonJames R. King,2022,https://link.springer.com/article/10.1007/s11145-021-10243-5,Article
Seasonal Transport Pathway and Sources of Carbonaceous Aerosols at an Urban Site of Eastern Himalaya,Aerosol Science and Engineering,,,,10.1007/s41810-021-00106-5,Akansha RaiSauryadeep MukherjeeNikki ChoudharyAbhinandan GhoshA. ChatterjeeT. K. MandalS. K. SharmaR. K. Kotnala,2021,https://link.springer.com/article/10.1007/s41810-021-00106-5,Article
Lowering the cost of quantum comparator circuits,The Journal of Supercomputing,,,,10.1007/s11227-024-05959-4,Laura M. DonaireGloria OrtegaEster M. GarzónFrancisco Orts,2024,https://link.springer.com/article/10.1007/s11227-024-05959-4,Article
Quantum error mitigation via quantum-noise-effect circuit groups,Scientific Reports,,,,10.1038/s41598-024-52485-7,Yusuke HamaHirofumi Nishi,2024,https://link.springer.com/article/10.1038/s41598-024-52485-7,Article
Parallel hybrid quantum-classical machine learning for kernelized time-series classification,Quantum Machine Intelligence,,,,10.1007/s42484-024-00149-0,Jack S. BakerGilchan ParkKwangmin YuAra GhukasyanOktay GoktasSantosh Kumar Radha,2024,https://link.springer.com/article/10.1007/s42484-024-00149-0,Article
PCDR-DFF: multi-modal 3D object detection based on point cloud diversity representation and dual feature fusion,Neural Computing and Applications,,,,10.1007/s00521-024-09561-w,Chenxing XiaXubing LiXiuju GaoBin GeKuan-Ching LiXianjin FangYan ZhangKe Yang,2024,https://link.springer.com/article/10.1007/s00521-024-09561-w,Article
Better-than-classical Grover search via quantum error detection and suppression,npj Quantum Information,,,,10.1038/s41534-023-00794-6,Bibek PokharelDaniel A. Lidar,2024,https://link.springer.com/article/10.1038/s41534-023-00794-6,Article
Computing graph edit distance on quantum devices,Quantum Machine Intelligence,,,,10.1007/s42484-022-00077-x,Massimiliano IncudiniFabio TaroccoRiccardo MengoniAlessandra Di PierroAntonio Mandarino,2022,https://link.springer.com/article/10.1007/s42484-022-00077-x,Article
Chitosan-Based Nanostructured Materials in Edible Food Packaging,Nanotechnology in Edible Food Packaging,,,,10.1007/978-981-33-6169-0_4,Tabli GhoshKona MondalVimal Katiyar,2021,https://link.springer.com/chapter/10.1007/978-981-33-6169-0_4,Chapter
An efficient quantum algorithm for preparation of uniform quantum superposition states,Quantum Information Processing,,,,10.1007/s11128-024-04258-4,Alok ShuklaPrakash Vedula,2024,https://link.springer.com/article/10.1007/s11128-024-04258-4,Article
GPU simulations of spiking neural P systems on modern web browsers,Natural Computing,,,,10.1007/s11047-022-09914-1,Arian Allenson M. ValdezFilbert WeeAyla Nikki Lorreen OdascoMatthew Lemuel M. ReyFrancis George C. Cabarle,2022,https://link.springer.com/article/10.1007/s11047-022-09914-1,Article
Entanglement-Based Computation,Architectures and Circuits for Distributed Quantum Computing,,,,10.1007/978-3-031-73808-1_3,Daniele Cuomo,2024,https://link.springer.com/chapter/10.1007/978-3-031-73808-1_3,Chapter
The Significance of&#xa0;the&#xa0;Quantum Volume for&#xa0;Other Algorithms: A Case Study for&#xa0;Quantum Amplitude Estimation,Computational Science – ICCS 2024,,,,10.1007/978-3-031-63778-0_16,Jins de JongCarmen R. Hoek,2024,https://link.springer.com/chapter/10.1007/978-3-031-63778-0_16,Conference paper
Multi-Programming Mechanism on Near-Term Quantum Computing,Quantum Computing,,,,10.1007/978-3-031-37966-6_2,Siyuan NiuAida Todri-Sanial,2024,https://link.springer.com/chapter/10.1007/978-3-031-37966-6_2,Chapter
NASA Nearest Earth Object Classification Using Quantum Machine Learning: A Survey,Innovations in Electrical and Electronic Engineering,,,,10.1007/978-981-99-8289-9_34,Aman Singh BhogalMausmi SinhaPratiksha Meshram,2024,https://link.springer.com/chapter/10.1007/978-981-99-8289-9_34,Conference paper
Towards Higher Abstraction Levels in&#xa0;Quantum Computing,Service-Oriented Computing – ICSOC 2023 Workshops,,,,10.1007/978-981-97-0989-2_13,Hermann FürntrattPaul SchnablFlorian KrebsRoland UnterbergerHerwig Zeiner,2024,https://link.springer.com/chapter/10.1007/978-981-97-0989-2_13,Conference paper
Teaching with&#xa0;Logika: Conceiving and&#xa0;Constructing Correct Software,Formal Methods Teaching,,,,10.1007/978-3-031-71379-8_7,Stefan HallerstedeJohn HatcliffRobby,2024,https://link.springer.com/chapter/10.1007/978-3-031-71379-8_7,Conference paper
A Parallel and Distributed Quantum SAT Solver Based on Entanglement and Teleportation,Tools and Algorithms for the Construction and Analysis of Systems,,,,10.1007/978-3-031-57249-4_18,Shang-Wei LinTzu-Fan WangYean-Ru ChenZhe HouDavid SanánYon Shin Teo,2024,https://link.springer.com/chapter/10.1007/978-3-031-57249-4_18,Conference paper
Programmable Data Pipelines,Snowflake Recipes,,,,10.1007/979-8-8688-0938-5_6,Dillon DaytonJohn Eipe,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0938-5_6,Chapter
Logika: The Sireum Verification Framework,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-031-68150-9_6,RobbyJohn HatcliffJason Belt,2024,https://link.springer.com/chapter/10.1007/978-3-031-68150-9_6,Conference paper
Scalable Quantum Approximate Optimiser for&#xa0;Pseudo-Boolean Multi-objective Optimisation,Parallel Problem Solving from Nature – PPSN XVIII,,,,10.1007/978-3-031-70085-9_17,Zakaria Abdelmoiz DahiFrancisco ChicanoGabriel LuqueBilel DerbelEnrique Alba,2024,https://link.springer.com/chapter/10.1007/978-3-031-70085-9_17,Conference paper
Rollick Games: A Formal Language Based Platform for Location-Based Pervasive Games,Smart Mobile Communication & Artificial Intelligence,,,,10.1007/978-3-031-56075-0_27,George AnestisNektarios GioldasisStefanos KarasavvidisTzanis PalioudakisNektarios MoumoutzisStavros Christodoulakis,2024,https://link.springer.com/chapter/10.1007/978-3-031-56075-0_27,Conference paper
Streaming IoT Data and&#xa0;the&#xa0;Quantum Edge: A Classic/Quantum Machine Learning Use Case,Euro-Par 2023: Parallel Processing Workshops,,,,10.1007/978-3-031-50684-0_14,Sabrina HerbstVincenzo De MaioIvona Brandic,2024,https://link.springer.com/chapter/10.1007/978-3-031-50684-0_14,Conference paper
Integrating GeoGebra with&#xa0;React and&#xa0;WebAssembly: A Web-Based Approach for&#xa0;Mathematical Software Development,Mathematical Software – ICMS 2024,,,,10.1007/978-3-031-64529-7_35,Mitsushi Fujimoto,2024,https://link.springer.com/chapter/10.1007/978-3-031-64529-7_35,Conference paper
Quantum Permutation Pad with Qiskit Runtime,Recent Advances in Communication Networks and Embedded Systems,,,,10.1007/978-3-031-59619-3_12,Alain Chancé,2024,https://link.springer.com/chapter/10.1007/978-3-031-59619-3_12,Conference paper
Pair programming with ChatGPT for sampling and estimation of copulas,Computational Statistics,,,,10.1007/s00180-023-01437-2,Jan Górecki,2023,https://link.springer.com/article/10.1007/s00180-023-01437-2,Article
Smart Energy Trend Observation,Advances in Sustainable Energy,,,,10.1007/978-3-030-74406-9_26,Ran WeiYong-jun GaoZhihua WuSai Raghuveer ChavaJingbo Louise LiuSajid Bashir,2021,https://link.springer.com/chapter/10.1007/978-3-030-74406-9_26,Chapter
Dedicated hardware design for efficient quantum computations using classical logic gates,The Journal of Supercomputing,,,,10.1007/s11227-023-05687-1,Nadia NedjahSérgio RaposoLuiza de Macedo Mourelle,2023,https://link.springer.com/article/10.1007/s11227-023-05687-1,Article
Quantum analysis of squiggle data,BioData Mining,,,,10.1186/s13040-023-00343-z,Naya NagyMatthew Stuart-EdwardsMarius NagyLiam MitchellAthanasios Zovoilis,2023,https://link.springer.com/article/10.1186/s13040-023-00343-z,Article
Pectin,"Food biopolymers: Structural, functional and nutraceutical properties",,,,10.1007/978-3-030-27061-2_6,Nairah NoorAsima ShahAsir GaniAdil GaniFaiza JhanZanoor ul AshrafBilal Ahmad AshwarTariq Ahmad Ganaie,2021,https://link.springer.com/chapter/10.1007/978-3-030-27061-2_6,Chapter
FlexSched: Efficient scheduling techniques for concurrent kernel execution on GPUs,The Journal of Supercomputing,,,,10.1007/s11227-021-03819-z,Bernabé López-AlbeldaFrancisco M. CastroJosé M. González-LinaresNicolás Guil,2021,https://link.springer.com/article/10.1007/s11227-021-03819-z,Article
Implementation of quantum compression on IBM quantum computers,Scientific Reports,,,,10.1038/s41598-022-09881-8,Matej PivoluskaMartin Plesch,2022,https://link.springer.com/article/10.1038/s41598-022-09881-8,Article
Quantum state transfer: interplay between gate and readout errors,Quantum Information Processing,,,,10.1007/s11128-023-04030-0,Bharat ThotakuraTzu-Chieh Wei,2023,https://link.springer.com/article/10.1007/s11128-023-04030-0,Article
An SQL query generator for cross-domain human language based questions based on NLP model,Multimedia Tools and Applications,,,,10.1007/s11042-023-15731-0,B. Balaji NaikT. Jaya Venkata Rama ReddyK. Rohith Venkata karthikPratyay Kuila,2023,https://link.springer.com/article/10.1007/s11042-023-15731-0,Article
Near term algorithms for linear systems of equations,Quantum Information Processing,,,,10.1007/s11128-023-04020-2,Aidan Pellow-JarmanIlya SinayskiyAnban PillayFrancesco Petruccione,2023,https://link.springer.com/article/10.1007/s11128-023-04020-2,Article
Measurement-induced entanglement phase transition on a superconducting quantum processor with mid-circuit readout,Nature Physics,,,,10.1038/s41567-023-02076-6,Jin Ming KohShi-Ning SunMario MottaAustin J. Minnich,2023,https://link.springer.com/article/10.1038/s41567-023-02076-6,Article
Faster sorting algorithms discovered using deep reinforcement learning,Nature,,,,10.1038/s41586-023-06004-9,Daniel J. MankowitzAndrea MichiAnton ZhernovMarco GelmiMarco SelviCosmin PaduraruEdouard LeurentShariq IqbalJean-Baptiste LespiauAlex AhernThomas KöppeKevin MillikinStephen GaffneySophie ElsterJackson BroshearChris GambleKieran MilanRobert TungMinjae HwangTaylan CemgilMohammadamin BarekatainYujia LiAmol MandhaneThomas HubertJulian SchrittwieserDemis HassabisPushmeet KohliMartin RiedmillerOriol VinyalsDavid Silver,2023,https://link.springer.com/article/10.1038/s41586-023-06004-9,Article
Business process modeling language selection for research modelers,Software and Systems Modeling,,,,10.1007/s10270-023-01110-8,Siamak FarshidiIzaak Beer KwantesSlinger Jansen,2023,https://link.springer.com/article/10.1007/s10270-023-01110-8,Article
An authoring tool for democratizing the creation of high-quality VR experiences,Virtual Reality,,,,10.1007/s10055-021-00541-2,Dimitrios VerveridisPanagiotis MigkotzidisEfstathios NikolaidisEleftherios AnastasovitisAnastasios Papazoglou ChalikiasSpiros NikolopoulosIoannis Kompatsiaris,2021,https://link.springer.com/article/10.1007/s10055-021-00541-2,Article
Demonstrating multi-round subsystem quantum error correction using matching and maximum likelihood decoders,Nature Communications,,,,10.1038/s41467-023-38247-5,Neereja SundaresanTheodore J. YoderYoungseok KimMuyuan LiEdward H. ChenGrace HarperTed ThorbeckAndrew W. CrossAntonio D. CórcolesMaika Takita,2023,https://link.springer.com/article/10.1038/s41467-023-38247-5,Article
Natural quantum reservoir computing for temporal information processing,Scientific Reports,,,,10.1038/s41598-022-05061-w,Yudai SuzukiQi GaoKen C. PradelKenji YasuokaNaoki Yamamoto,2022,https://link.springer.com/article/10.1038/s41598-022-05061-w,Article
Quantum pattern recognition on real quantum processing units,Quantum Machine Intelligence,,,,10.1007/s42484-022-00093-x,Sreetama DasJingfu ZhangStefano MartinaDieter SuterFilippo Caruso,2023,https://link.springer.com/article/10.1007/s42484-022-00093-x,Article
ZKAttest: Ring and&#xa0;Group Signatures for&#xa0;Existing ECDSA Keys,Selected Areas in Cryptography,,,,10.1007/978-3-030-99277-4_4,Armando Faz-HernándezWatson LaddDeepak Maram,2022,https://link.springer.com/chapter/10.1007/978-3-030-99277-4_4,Conference paper
Quantum Compiling,Quantum Computing Environments,,,,10.1007/978-3-030-89746-8_2,Marco MaroneseLorenzo MoroLorenzo RocuttoEnrico Prati,2022,https://link.springer.com/chapter/10.1007/978-3-030-89746-8_2,Chapter
Verification of Quantum Circuits,Handbook of Computer Architecture,,,,10.1007/978-981-15-6401-7_43-1,Robert WilleLukas Burgholzer,2022,https://link.springer.com/rwe/10.1007/978-981-15-6401-7_43-1,Living reference work entry
SchemaDB: A Dataset for&#xa0;Structures in&#xa0;Relational Data,Data Mining,,,,10.1007/978-981-19-8746-5_17,Cody ChristopherKristen MooreDavid Liebowitz,2022,https://link.springer.com/chapter/10.1007/978-981-19-8746-5_17,Conference paper
A direct error correction method for quantum machine learning,Quantum Information Processing,,,,10.1007/s11128-023-03863-z,Hiroshi Ohno,2023,https://link.springer.com/article/10.1007/s11128-023-03863-z,Article
Introduction to Solid Waste Management,Solid Waste Engineering and Management,,,,10.1007/978-3-030-84180-5_1,Hamidi Abdul AzizSalem S. Abu AmrP. Aarne VesilindLawrence K. WangYung-Tse Hung,2021,https://link.springer.com/chapter/10.1007/978-3-030-84180-5_1,Chapter
Go2Pins: a framework for the LTL verification of Go programs (extended version),International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-022-00692-w,Alexandre KirszenbergAntoine MartinHugo MoreauEtienne Renault,2023,https://link.springer.com/article/10.1007/s10009-022-00692-w,Article
Comparative study of adaptive variational quantum eigensolvers for multi-orbital impurity models,Communications Physics,,,,10.1038/s42005-022-01089-6,Anirban MukherjeeNoah F. BerthusenJoão C. GetelinaPeter P. OrthYong-Xin Yao,2023,https://link.springer.com/article/10.1038/s42005-022-01089-6,Article
Contracts,Building With Ethereum,,,,10.1007/978-1-4842-9045-3_4,Jamie Rumbelow,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9045-3_4,Chapter
Implementing the&#xa0; $$\lambda _{GT}$$ Language: A Functional Language with&#xa0;Graphs as&#xa0;First-Class Data,Graph Transformation,,,,10.1007/978-3-031-36709-0_14,Jin SanoKazunori Ueda,2023,https://link.springer.com/chapter/10.1007/978-3-031-36709-0_14,Conference paper
A Polynomial Size Model with&#xa0;Implicit SWAP Gate Counting for&#xa0;Exact Qubit Reordering,Computational Science – ICCS 2023,,,,10.1007/978-3-031-36030-5_7,J. MulderijK.I. AardalI. ChiscopF. Phillipson,2023,https://link.springer.com/chapter/10.1007/978-3-031-36030-5_7,Conference paper
Benchmarking Geospatial Question Answering Engines Using the&#xa0;Dataset GeoQuestions1089,The Semantic Web – ISWC 2023,,,,10.1007/978-3-031-47243-5_15,Sergios-Anestis KefalidisDharmen PunjaniEleni TsalapatiKonstantinos PlasMariangela PollaliMichail MitsiosMyrto TsokanaridouManolis KoubarakisPierre Maret,2023,https://link.springer.com/chapter/10.1007/978-3-031-47243-5_15,Conference paper
City Scale Seismic-Damage Prediction of Buildings Using Quantum Neural Network,Experimental Vibration Analysis for Civil Engineering Structures,,,,10.1007/978-3-031-39117-0_46,Sanjeev BhattaJi Dang,2023,https://link.springer.com/chapter/10.1007/978-3-031-39117-0_46,Conference paper
Endoscopic Bariatric Therapies,Pocket Guide to Advanced Endoscopy in Gastroenterology,,,,10.1007/978-3-031-42076-4_19,Alina ConstantinCătălin Copăescu,2023,https://link.springer.com/chapter/10.1007/978-3-031-42076-4_19,Chapter
OpenACC Unified Programming Environment for&#xa0;Multi-hybrid Acceleration with&#xa0;GPU and&#xa0;FPGA,High Performance Computing,,,,10.1007/978-3-031-40843-4_49,Taisuke BokuRyuta TsunashimaRyohei KobayashiNorihisa FujitaSeyong LeeJeffrey S. VetterHitoshi MuraiMasahiro NakaoMiwako TsujiMitsuhisa Sato,2023,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_49,Conference paper
